number,title,classification,timestamp,latitude,longitude,state
43491,Report 43491: Possible daylight road crossing on Cascade Lakes Hwy. near Bend,Class B,2013-11-15T12:00:00Z,43.98136,-121.4705,Pennsylvania
44989,Report 44989: Campers hear possible vocalization just outside their tent in Mt. Hood National Forest,Class B,2013-09-24T12:00:00Z,45.1518,-122.1032,Pennsylvania
45813,Report 45813: Camper hears strange knocking and screams in Tillamook Forest,Class B,2014-07-09T12:00:00Z,45.59864,-123.6113,Pennsylvania
50901,Report 50901: Still hairy figure seen in a field by a motorist near Springfield,Class B,2016-01-20T12:00:00Z,44.05917,-122.9343,Pennsylvania
6836,Report 6836: Early afternoon vocalization heard by four people,Class B,1980-07-03T12:00:00Z,41.47511,-79.3178,Pennsylvania
10251,Report 10251: Hunters hear loud vocalization and breaking branches,Class B,2003-09-30T12:00:00Z,41.31268,-78.39445,Pennsylvania
10805,Report 10805: Campers hear loud vocalizations and find footprints near Loucks Mills.,Class B,1996-10-26T12:00:00Z,41.845,-77.7011,Pennsylvania
17981,Report 17981: Possible sighting by two at a strip mine in the Koppel Strip Mines,Class B,2007-02-27T12:00:00Z,40.50322,-80.19804,Pennsylvania
22599,Report 22599: Hunter has unusual experience while spring turkey hunting,Class B,1980-05-15T12:00:00Z,40.61798,-77.62407,Pennsylvania
24301,"Report 24301: Man remembers hearing strange vocalizations and seeing a hairy, upright figure while hunting in Sweden Valley",Class B,1987-11-28T12:00:00Z,41.70813,-77.99314,Pennsylvania
25085,Report 25085: Woman witnesses eyes peering into her living room near the rural town of Montrose,Class B,2008-12-19T12:00:00Z,41.79985,-75.9799,Pennsylvania
26957,Report 26957: Pre-dawn whoops and movement heard near Prince Galitzin State Park,Class B,2009-11-30T12:00:00Z,40.65083,-78.52589,Pennsylvania
28012,Report 28012: Hunter observes a huge figure scaling a steep hillside in just moments near Clairton,Class B,1988-08-16T12:00:00Z,40.29929,-79.8944,Pennsylvania
28580,Report 28580: Objects thrown and banging on a cabin east of Jericho,Class B,2008-10-16T12:00:00Z,41.34404,-78.04547,Pennsylvania
28777,Report 28777: Memory of finding tracks in snow and the attempt to keep a record south of Quarryville,Class B,2011-07-20T12:00:00Z,39.72785,-76.2074,Pennsylvania
30531,Report 30531: Possible whoops and knocks heard from a home near Nottingham,Class B,2011-09-01T12:00:00Z,39.73523,-76.04183,Pennsylvania
43901,Report 43901: Possible nighttime road crossing near Bethany,Class B,2014-01-19T12:00:00Z,41.50383,-75.23662,Pennsylvania
45958,Report 45958: Bow hunter recovering deer has possible experience near Grove City,Class B,2012-10-19T12:00:00Z,41.07374,-80.12229,Pennsylvania
48575,Report 48575: Fisherman on Lake Arthur startled by series of possible wood knocks and rock clacks,Class B,2015-05-01T12:00:00Z,40.94997,-80.07443,Rhode Island
49903,Report 49903: Several possible incidents over the years in the Allegheny National Forest,Class B,2006-01-01T12:00:00Z,41.73315,-78.93985,Rhode Island
50123,"Report 50123: Audio recording of possible screams, growls, and fight with a dog from the Late 70's near Prosperity",Class B,1978-10-01T12:00:00Z,40.04755,-80.25645,South Carolina
51535,Report 51535: Possible nighttime sighting from a home SW of Scranton,Class B,2016-03-23T12:00:00Z,41.32501,-75.74288,South Carolina
16746,Report 16746: Possible stick formation found by hiker in the Great Swamp,Class B,2006-11-03T12:00:00Z,41.4596,-71.58906,South Carolina
30906,Report 30906: Early morning sighting by a motorist along Route 6 near Foster,Class B,2011-11-15T12:00:00Z,41.81391,-71.74425,South Carolina
5381,Report 5381: Solider describes late night encounter on Fort Jackson,Class B,1964-10-10T12:00:00Z,34.0431,-80.80685,South Carolina
10623,Report 10623: Hog hunter hears possible vocalizations in the late afternoon near Erhardt,Class B,2005-02-11T12:00:00Z,32.9032,-80.65645,South Carolina
13674,Report 13674: Sightings around a property near Chesnee,Class B,1969-07-18T12:00:00Z,35.148,-81.861,South Carolina
14611,Report 14611: Possible vocalizations heard by new residents in an unpopulated rural area near the Broad River,Class B,2006-05-08T12:00:00Z,34.421,-81.396,South Carolina
16734,Report 16734: Possible road crossing sighting in the Francis Marion National  Forest,Class B,2004-10-20T12:00:00Z,33.132,-79.884,South Carolina
18902,Report 18902: Possible evening sighting by pedestrian on the outskirts of Little River and N. Myrtle Beach,Class B,2007-04-14T12:00:00Z,33.5155,-78.3829,South Carolina
19926,Report 19926: Incidents and followup near Lake Hartwell Dam,Class B,2007-06-01T12:00:00Z,34.35765,-82.82005,South Dakota
20523,Report 20523: Possible whoops and knocks heard by relic hunter in the Ace Basin National Estuarine Research Reserve,Class B,2007-07-21T12:00:00Z,32.825,-80.559,Tennessee
24916,Report 24916: Witness hears big exhale and finds clear footprint the next day on property near Bluffton,Class B,2007-05-30T12:00:00Z,32.29968,-80.95958,Tennessee
25915,"Report 25915: Motorist describes possible daylight morning sight near Edisto River, between Canady and Givehans",Class B,2009-05-02T12:00:00Z,33.04536,-80.45451,Tennessee
26072,Report 26072: Trout fishermen encounter unnerving sounds & rock throwing in Joccasee Gorge,Class B,1998-10-01T12:00:00Z,35.01305,-82.7962,Tennessee
25415,Report 25415: Possible nighttime visit while camping in the Black Hills of South Dakota,Class B,2008-06-22T12:00:00Z,44.38611,-103.6183,Tennessee
415,Report 415: 2 men hear vocalization while calling up coyoties,Class B,1981-10-15T12:00:00Z,35.5035,-89.91499,Tennessee
4381,Report 4381: Brief dusk sighting near Pillowville,Class B,1981-10-15T12:00:00Z,36.12292,-88.65445,Tennessee
7326,Report 7326: Deer hunter has early morning encounter near Middleton,Class B,1989-10-14T12:00:00Z,35.0055,-89.3808,Tennessee
8022,Report 8022: Couple hears vocalizations on Short Mountain.,Class B,1981-02-15T12:00:00Z,36.36264,-82.98764,Tennessee
10220,Report 10220: Motorists have nighttime sighting near Pulaski.,Class B,1989-11-15T12:00:00Z,35.1918,-86.9094,North Carolina
10740,Report 10740: Couple finds tracks in backyard pond,Class B,2005-02-09T12:00:00Z,35.80762,-88.30945,Tennessee
11328,Report 11328: Young girl has sighting near Milan,Class B,1974-04-15T12:00:00Z,36.0165,-88.76775,Tennessee
11682,Report 11682: Young men have frightening vocalization incident near Stones River.,Class B,1993-03-15T12:00:00Z,35.94778,-86.36485,Tennessee
12815,Report 12815: Brief night time sighting near Blaine,Class B,2005-04-13T12:00:00Z,36.19408,-83.73153,Tennessee
14383,Report 14383: Possible vocalizations heard near Pigeon Forge,Class B,2006-04-11T12:00:00Z,35.46865,-83.3626,Tennessee
15003,Report 15003: Brief sighting by motorsist near Shelby Forest.,Class B,1985-04-15T12:00:00Z,35.226,-89.94,Tennessee
16013,"Report 16013: Vacationers see large, upright figure near Newfound Gap.",Class B,2002-07-01T12:00:00Z,35.64151,-83.47566,Tennessee
16995,Report 16995: Man in the Citico Creek area has an unknown animal circle his camp for several hours,Class B,2006-07-22T12:00:00Z,35.40472,-84.05056,Washington
19100,Report 19100: Hikers hear characteristic vocalizations on Fiery Gizzard Trail,Class B,2000-04-10T12:00:00Z,35.23036,-85.75014,Tennessee
20231,Report 20231: Camper Awakens and Sees Two Creatures in the Laurel Snow Pocket Wilderness,Class B,2004-03-01T12:00:00Z,35.5467,-85.02585,Tennessee
21240,"Report 21240: Possible activity (smell, branch twist) around residence outside Atoka.",Class B,2007-07-15T12:00:00Z,35.416,-89.7735,Tennessee
23916,Report 23916: Family records possible vocalizations in daylight near Mt. Zion Cemetery,Class B,2008-05-31T12:00:00Z,35.0228,-87.2352,Tennessee
24229,Report 24229: Deer hunter experiences possible vocalizations and tree shaking near Mooresburg,Class B,2006-10-07T12:00:00Z,36.38632,-83.21461,North Carolina
24547,Report 24547: Witness describes childhood experiences as well as some recent Class B incidents near Ethridge,Class B,1955-01-01T12:00:00Z,35.3218,-87.2932,Washington
24799,Report 24799: Hunter hears loud uknown vocalizations near Greenvale,Class B,2008-10-27T12:00:00Z,35.9978,-86.2011,Tennessee
25035,Report 25035: Witness describes possible call-and-answer vocalizations near Cleveland (Tennessee),Class B,2007-04-28T12:00:00Z,35.129,-84.8215,Tennessee
26307,Report 26307: Possible track and wood knocks heard near Greenville,Class B,2009-07-18T12:00:00Z,36.0925,-82.3045,Tennessee
26829,Report 26829: Camper (active duty Marine from Cmp. Lejune) shoots at possible sasquatch and later hears moaning screams,Class B,2006-06-06T12:00:00Z,36.39403,-84.85902,Tennessee
27242,Report 27242: Possible howl heard on the Duck River while camping,Class B,2009-07-17T12:00:00Z,35.78439,-87.44963,Tennessee
27486,Report 27486: Man recalls strange encounter while searching for his father near Jackson,Class B,1994-04-22T12:00:00Z,35.8606,-89.0912,Tennessee
29244,Report 29244: Deer hunter recalls possible early morning encounter near Boone Lake,Class B,1993-10-20T12:00:00Z,36.42846,-82.31094,Tennessee
29403,Report 29403: Witness recalls a possible daytime sighting while 4-wheeling as a youth west of Nashville,Class B,1988-10-08T12:00:00Z,36.0917,-86.9803,Tennessee
29704,Report 29704: Memory told of a possible encounter while camping with friends near LaFollette,Class B,1995-06-24T12:00:00Z,36.4583,-83.92841,Tennessee
29794,Report 29794: Deer Hunter hears possible wood knocks in the Cheatham Wildlife Management Area,Class B,2008-11-29T12:00:00Z,36.1874,-87.0886,Tennessee
30748,Report 30748: Witness relates rock throwing encounter while camped along the Buffalo River,Class B,2011-09-15T12:00:00Z,35.545,-87.8084,Texas
35114,Report 35114: Recollection of spotting a tall figure cross a trail at dusk near Norris Lake,Class B,1988-09-16T12:00:00Z,36.2635,-83.918,Texas
44665,Report 44665: Homeowner reports repeated wood knocks near Stanton,Class B,2013-03-01T12:00:00Z,35.52335,-89.35205,Texas
638,Report 638: Series of encounters with bigfoot in close proximity to Sulphur River,Class B,2003-12-15T12:00:00Z,33.24722,-95.77,Texas
1123,Report 1123: Footprints photographed in Yellow Canyon.,Class B,2001-01-06T12:00:00Z,33.45278,-101.5361,Texas
1213,Report 1213: Encounter on Toledo Bend,Class B,2004-02-03T12:00:00Z,31.56,-93.87194,Texas
1431,Report 1431: Campers hear foot steps in tree line while walking on road,Class B,1993-07-01T12:00:00Z,29.57444,-98.03083,Texas
1631,Report 1631: Several incidents in the woods near the Sulphur River south of Texarkana,Class B,1978-10-28T12:00:00Z,33.37917,-94.11611,Texas
1632,Report 1632: Family camping at Lake Somerville is menaced by a loud screaming creature,Class B,1972-07-15T12:00:00Z,30.33333,-96.55,Texas
1633,"Report 1633: Four friends camped in the woods observe bi-pedal creature moving similar to the way a man would move, not bear-like.",Class B,1997-07-15T12:00:00Z,33.18528,-94.25556,Texas
2157,"Report 2157: Footprints discovered, crashing in the underbrush nearby, strong odor.",Class B,1997-08-22T12:00:00Z,28.725,-97.06667,Texas
2395,Report 2395: Sighting at night by a group of coon hunters; Screams were also heard in the area,Class B,1938-06-30T12:00:00Z,32.5175,-96.80417,Texas
2396,Report 2396: Tall creature seen by witness,Class B,1964-06-30T12:00:00Z,32.26889,-96.69583,Texas
2397,Report 2397: Seven-foot tall creature seen by two youths; a local newspaper later carries story about other incidents in the same area,Class B,1975-06-30T12:00:00Z,33.75556,-96.53,Texas
2398,"Report 2398: Sighting by a fisherman at night near Kilgore, and separate nighttime sighting by a family in a mobilehome",Class B,1978-06-30T12:00:00Z,32.4125,-94.81806,Texas
2477,Report 2477: Nine foot tall brown/black creature seen carrying a calf.,Class B,1930-09-30T12:00:00Z,31.40444,-95.70861,Texas
3390,Report 3390: Campers are disturbed by strange vocalizations in Piney Woods of East Texas,Class B,2003-10-15T12:00:00Z,31.33333,-94.33334,Texas
3393,Report 3393: Something chases man back to truck and he sees dark figure in rearview mirror,Class B,2003-10-17T12:00:00Z,31.78333,-95.68333,Texas
3587,"Report 3587: Late afternoon sighting at creek, about fifteen miles NW of Paris",Class B,2001-12-29T12:00:00Z,33.82722,-95.62861,Texas
4139,Report 4139: Hunting party loses bagged deer to unknown predator.,Class B,1992-11-25T12:00:00Z,32.1,-94.20695,Texas
6235,"Report 6235: Biology teacher's experiences around ""the 1893 Bridge.""",Class B,2004-05-24T12:00:00Z,33.81861,-96.96333,Texas
6583,Report 6583: Unusual screams pierce evening at rural property near Seguin,Class B,2003-10-08T12:00:00Z,29.385,-97.81083,Texas
7303,Report 7303: Strange odor precedes strange vocalizations in rural Texas,Class B,2003-11-06T12:00:00Z,33.62167,-100.8361,Texas
7552,Report 7552: Man has early morning encounter with unidentified creature,Class B,2003-12-12T12:00:00Z,32.53333,-98.05,Texas
7567,Report 7567: Family experiences activity near Ector.,Class B,2003-12-15T12:00:00Z,33.59,-96.27306,Texas
7604,Report 7604: Possible bigfoot activity near Walker County line.,Class B,2004-01-09T12:00:00Z,30.95972,-95.58334,Texas
7652,Report 7652: Encounter near Sulphur River not far from Sulphur Springs,Class B,2004-01-09T12:00:00Z,33.33,-95.54278,Texas
7669,Report 7669: Arrowhead hunter has distant encounter in Sulphur River bottoms.,Class B,2003-12-30T12:00:00Z,33.34139,-95.24917,Texas
7671,"Report 7671: Nurse has roadside encounter with ""very large, dark figure.""",Class B,2003-12-30T12:00:00Z,32.28944,-94.86833,Texas
7802,Report 7802: Teenager hears vocalization at night and has possible sighting not far from Sabine River.,Class B,2004-10-03T12:00:00Z,32.51556,-95.41817,Texas
7835,Report 7835: Unseen animal intimidates fishermen on Colorado River near Lake Spence.,Class B,2004-01-22T12:00:00Z,31.84167,-100.5167,Texas
8116,"Report 8116: People see large, hairy animal near road",Class B,2004-02-28T12:00:00Z,32.65,-94.37361,Texas
8289,Report 8289: Tracks found and other encounters in area near Lake o' the Pines.,Class B,2004-03-01T12:00:00Z,32.9,-94.6,Texas
8549,"Report 8549: Hunter is stalked by large, loud, unknown animal near Tehuacana Creek.",Class B,2004-04-28T12:00:00Z,31.87333,-96.2,Texas
8832,"Report 8832: While driving, young woman has afternoon sighting near South Texas Project.",Class B,2004-06-30T12:00:00Z,28.8,-96.04472,Texas
8861,Report 8861: Boy scouts have possible encounter near Possum Kingdom Lake,Class B,2004-10-31T12:00:00Z,32.83333,-98.38333,Texas
9274,"Report 9274: While driving home at night, family has sighting not far from Sabine River.",Class B,2004-09-06T12:00:00Z,30.76667,-93.68333,Texas
9627,Report 9627: Hunter hears strange chattering and finds tracks in Sam Houston National Forest,Class B,2004-10-29T12:00:00Z,30.52694,-95.71278,Texas
9869,Report 9869: Man has night encounter at home just outside Sam Houston National Forest,Class B,2004-11-26T12:00:00Z,30.405,-95.36166,Texas
10239,Report 10239: Motorists observe animal crossing the road,Class B,1994-08-13T12:00:00Z,29.24665,-100.4104,Texas
10277,"Report 10277: Loud, unseen animal torments deer hunter two days in a row",Class B,2005-01-17T12:00:00Z,30.525,-96.59167,Texas
10800,Report 10800: Campers hear loud vocalizations in Sam Houston National Forest,Class B,2004-11-24T12:00:00Z,30.55,-95.12305,Texas
11439,Report 11439: Mother and sons hear whoops in woods behind house.,Class B,2005-04-25T12:00:00Z,30.43444,-93.89,Texas
11451,"Report 11451: While biking to work, man hears loud animal in woods.",Class B,2005-04-26T12:00:00Z,30.71139,-94.58,Texas
11635,Report 11635: Single car accident in Big Thicket National Preserve.,Class B,2005-05-08T12:00:00Z,30.66986,-94.66653,Texas
11927,Report 11927: Two witnesses hear a possible vocalization in woods near creek Bay City.,Class B,2005-02-01T12:00:00Z,29,-95.5,Texas
11987,"Report 11987: Vocalizations, wood knocks and strange chatter heard in the Sam Houston National Forest.",Class B,2005-06-27T12:00:00Z,30.46,-95.13,Texas
12314,"Report 12314: Evening worker hears vocalizations, smells strong odor in Big Thicket",Class B,2005-08-14T12:00:00Z,30.33778,-93.97194,Texas
12858,Report 12858: Possible vocalization heard near Woodlands Parkway,Class B,2005-10-18T12:00:00Z,30.14378,-95.47556,Texas
14795,Report 14795: Print found in Sam Houston National Forest along Lone Star Hiking Trail,Class B,2006-04-01T12:00:00Z,30.54366,-95.77908,Texas
15334,Report 15334: Possible late night highway sighting on I-10 near Sonora,Class B,2006-07-19T12:00:00Z,30.566,-100.545,Texas
15627,Report 15627: Four witnesses hear vocalizations in Davy Crockett National Forest,Class B,2006-08-27T12:00:00Z,31.50773,-95.20691,Texas
15696,Report 15696: Possible stalking of hunter near Gatesville,Class B,2004-12-01T12:00:00Z,31.37756,-97.59946,Texas
16499,Report 16499: Possible stalking on the Concho River outside San Angelo,Class B,2006-08-01T12:00:00Z,31.44815,-100.4219,Texas
19666,Report 19666: Hunter hears very loud scream at short range near Brazos River,Class B,2008-01-10T12:00:00Z,32.817,-98.34489,Texas
23246,Report 23246: Violent tree shaking startles horses and riders on a ranch near Goldthwaite,Class B,2007-11-17T12:00:00Z,31.4771,-98.53998,Texas
23531,"Report 23531: Woman tells of her husband's close encounter as a young man with ""The Hermit""  near Huntsville",Class B,1961-11-11T12:00:00Z,30.812,-95.75645,Texas
23578,Report 23578: Possible tracks found along the Greenbelt Corridor outside Denton,Class B,2008-04-08T12:00:00Z,33.27303,-97.03784,Texas
26473,Report 26473: Possible sign and incidents on private property while scouting for deer south of Monkstown,Class B,2009-08-22T12:00:00Z,33.79094,-95.92831,Texas
27307,Report 27307: Man and son have encounter while setting off fireworks near Pottsboro,Class B,2006-07-04T12:00:00Z,33.81435,-96.76199,Texas
28305,Report 28305: Man recalls being spooked by loud vocalization near McKinney Bridge Road,Class B,1990-09-14T12:00:00Z,33.33614,-97.02299,Texas
30570,Report 30570: Recollection of being driven from woods by possible vocalizations while squirrel hunting near Dangerfield,Class B,1998-10-15T12:00:00Z,33.05685,-94.52925,Texas
30841,Report 30841: Possible midnight encounter in Thorp Springs RV Park,Class B,2011-10-19T12:00:00Z,32.475,-97.815,Texas
35721,Report 35721: Recollection of hearing frightening vocalizations in the Fort Worth Nature Center,Class B,1976-12-23T12:00:00Z,32.84,-97.445,Texas
39137,Report 39137: Hunter flushes large creature when retrieving rabbit near city of Mineral Wells,Class B,2010-10-15T12:00:00Z,32.755,-98,Texas
40420,"Report 40420: Rural resident hears heavy bipedal footfalls and smells strong ""skunk-like"" odor near Seguin",Class B,2010-05-15T12:00:00Z,29.30877,-97.47971,Texas
42473,Report 42473: Hunter's possible encounter near Kirbyville,Class B,2013-11-02T12:00:00Z,30.7114,-94.04529,Texas
43229,Report 43229: Homeowner  hears possible vocalization and experiences unusual dog and wildlife behavior near Wimberley,Class B,2012-09-15T12:00:00Z,29.79893,-98.15556,Texas
43952,"Report 43952: Fisherman hears possible howl, knocks and has object thrown near him in the Medina River Natural Area",Class B,2014-01-22T12:00:00Z,29.26258,-98.56143,Texas
44678,Report 44678: Possible road crossing early in the day near Jasper,Class B,2014-03-25T12:00:00Z,31.05591,-94.20776,Texas
46641,Report 46641: Possible activity at a home outside Queen City,Class B,2014-10-23T12:00:00Z,33.17162,-94.14799,Texas
47408,Report 47408: Deer hunter hears possible vocalization at dusk near Queen City,Class B,2014-11-29T12:00:00Z,33.2784,-94.12258,Texas
47499,"Report 47499: Strange encounters over the years, including odd coyote kills, near Commerce",Class B,2015-01-02T12:00:00Z,33.25,-95.84,Texas
49309,Report 49309: Possible nighttime activity during a hog hunt on a ranch near Bryson,Class B,2015-07-13T12:00:00Z,33.2,-98.4,Texas
50643,Report 50643: Camper hears possible wood knock and distant reply in the Sam Houston National Forest,Class B,2016-01-04T12:00:00Z,30.52897,-95.72607,Texas
51180,Report 51180: Man recalls strange occurrences as a youngster in Weatherford,Class B,1976-11-30T12:00:00Z,32.75,-97.75,Utah
55236,Report 55236: Former park ranger has possible night sighting near a remote Texas game ranch,Class B,2016-07-18T12:00:00Z,33.375,-98.3,Utah
55412,Report 55412: Memory told of spying something large and hairy overturning rocks by the Brazos River,Class B,1986-11-01T12:00:00Z,32.15,-97.52499,Utah
177,Report 177: Elk hunters hear screams in remote canyon below,Class B,1988-10-19T12:00:00Z,39.64175,-111.2186,Utah
10024,Report 10024: Deer hunter finds a series of footprints on Y Mountain.,Class B,1982-10-31T12:00:00Z,40.25622,-111.6068,Utah
11324,Report 11324: Family finds footprint while hiking near Aspen Grove.,Class B,2004-07-05T12:00:00Z,40.42,-111.63,Utah
12289,Report 12289: Possible early morning vocalizations in the Uinta mountains.,Class B,2005-08-02T12:00:00Z,40.65,-110,Utah
12396,Report 12396: Possible vocalization heard near Hoop Lake.,Class B,2004-08-10T12:00:00Z,40.9,-109.75,Utah
14732,Report 14732: Possible vocalizations heard near Huntington Reservoir,Class B,2005-08-15T12:00:00Z,39.48,-111.23,Utah
16744,Report 16744: Possible vocalizations heard near East Canyon Reservoir,Class B,2006-10-15T12:00:00Z,40.9,-111.625,Utah
17195,Report 17195: Possible vocalizations heard by elk hunters in the Uintah Mountains (north slope),Class B,1989-10-03T12:00:00Z,40.915,-109.725,Utah
17259,Report 17259: Possible morning vocalizations heard north of Vernal.,Class B,2007-07-09T12:00:00Z,40.75,-109.575,Utah
17265,"Report 17265: Possible bigfoot scream heard by hikers in Rock Canyon, in the Wasatch Mountains",Class B,2003-03-15T12:00:00Z,40.26705,-111.5986,Utah
18056,Report 18056: Possible late night sighting by camper near the UT/WY border,Class B,2001-06-13T12:00:00Z,40.825,-110.825,Utah
19983,"Report 19983: Fisherman describes possible howls and camp stalking at Round Lake, Uinta Mountains",Class B,1986-07-19T12:00:00Z,40.77988,-110.9325,Utah
20254,Report 20254: Possible interacting vocalizations heard by hunter near Hyrum,Class B,1978-10-07T12:00:00Z,41.6359,-111.6149,Utah
20430,"Report 20430: Possible camp stalking at Betsy Lake, Grandaddy Basin, Uinta Mountains",Class B,1985-08-17T12:00:00Z,40.61087,-110.8139,Utah
21162,Report 21162: Possible vocalizations heard from the Swift Creek Campground on the south slope of the Uintas,Class B,2007-08-22T12:00:00Z,40.61125,-110.3583,Utah
21613,Report 21613: Grandson relates grandparents' accounts in the Wasatch-Cache National Forest,Class B,2007-08-31T12:00:00Z,41.41125,-111.5833,Utah
23291,Report 23291: Possible sighting at the base of Mount Timpanogos (west side of the mountain),Class B,1998-01-31T12:00:00Z,40.34937,-111.6956,Utah
23908,Report 23908: Camper describes possible stalking at a camp near Scare Canyon,Class B,2006-09-07T12:00:00Z,41.49955,-111.6348,Utah
24530,Report 24530: Possible protest attack on an elk hunter's camper (vehicle) in Fishlake National Forest,Class B,1988-09-04T12:00:00Z,38.8204,-111.6631,Utah
24602,Report 24602: Bow-hunters near Huntington Canyon hear yelling creature approach their camp from a distance at night,Class B,1996-08-22T12:00:00Z,39.58375,-111.1339,Utah
25233,Report 25233: Bowhunter recalls hearing possible intimidation at night while returning to camp in Farmington Canyon,Class B,1977-08-22T12:00:00Z,40.9744,-111.8189,Utah
28095,Report 28095: Man recalls possible encounter at a family cabin in Big Cottonwood Canyon outside Salt Lake City,Class B,1964-08-01T12:00:00Z,40.60779,-111.6508,Utah
29148,Report 29148: Backpackers startle a figure with long white/blonde hair watching Boy Scouts at Grandaddy Lake,Class B,2009-07-11T12:00:00Z,40.60353,-110.8055,Virginia
33098,Report 33098: Man recalls his encounter that included stomping and tree shaking at Dodge Point,Class B,1978-08-16T12:00:00Z,37.75705,-109.3125,Virginia
38797,Report 38797: Woman recalls childhood experience of a terrifying night-time encounter while camping near Kennecott Copper mine,Class B,1970-07-17T12:00:00Z,40.4871,-112.1402,Virginia
1768,Report 1768: Lifelong hunter hears strange screams in early morning twilight directly under tree stand,Class B,1988-11-01T12:00:00Z,37.53434,-79.49707,Virginia
2280,Report 2280: A loud screaming sound was witnessed along with crashing and rocks thrown at the witnesses,Class B,1995-08-15T12:00:00Z,38.80319,-77.34879,Virginia
2286,Report 2286: Howling vocalization sounds heard by campers.,Class B,1998-07-24T12:00:00Z,37.1694,-76.77447,Virginia
4788,Report 4788: Screams heard in the Great Dismal Swamp,Class B,2000-07-21T12:00:00Z,36.5884,-76.28729,Virginia
12727,"Report 12727: Bow hunter is escorted from woods by foul-smelling, acorn-throwing bipeds",Class B,2004-10-16T12:00:00Z,36.8778,-82.4179,Virginia
13212,Report 13212: Possible pre-dawn vocalization heard by hunter near Ferrum,Class B,2003-11-13T12:00:00Z,36.94165,-80.04166,Virginia
15107,Report 15107: Possible vocalizations heard by a farmer near Max Meadows,Class B,2003-10-23T12:00:00Z,37.00085,-80.8797,Virginia
16777,Report 16777: Possible trash snatching (2 witnesses) outside Sherando,Class B,2008-01-21T12:00:00Z,37.9808,-78.9279,Virginia
17326,Report 17326: Recollection of a college outing interrupted by possible vocalizations and rocks thrown near Rawley Springs,Class B,1995-11-18T12:00:00Z,38.54602,-79.16096,Virginia
19906,Report 19906: Traveller observes lumbering figure along roadside near Danville,Class B,2003-04-19T12:00:00Z,36.589,-79.1345,Virginia
20257,Report 20257: Campers awakened by strange howls while camping near Sanford,Class B,2007-06-21T12:00:00Z,37.92735,-75.6561,Virginia
22910,Report 22910: Witness has unusual experience in area of the Great Dismal Swamp,Class B,2008-01-12T12:00:00Z,36.6765,-76.364,Virginia
28449,Report 28449: Possible wood knock interaction by kayaking fishermen on Switzer Lake,Class B,2010-08-21T12:00:00Z,38.56546,-79.14478,Virginia
31505,Report 31505: Husband and wife hear loud scream from inside their home in the town of Rocky Mount,Class B,2007-07-28T12:00:00Z,37.01115,-79.908,Virginia
31594,Report 31594: Memory told of a possible sighting of two juveniles tree climbing at sundown near Farmville,Class B,1980-08-30T12:00:00Z,37.303,-78.193,Virginia
31631,Report 31631: Nature photogapher hears possible woodknocks on Skyline Drive,Class B,2011-12-28T12:00:00Z,38.36885,-78.5367,Virginia
31648,Report 31648: Possible encounters by soldiers training at Fort Pickett,Class B,2012-01-16T12:00:00Z,37.047,-77.90815,Virginia
31956,Report 31956: Possible dusk sighting from a roadway while walking a dog outside of Monterey,Class B,2012-01-07T12:00:00Z,38.44714,-79.65548,Virginia
33256,Report 33256: Second witness reports possible activity while training at Fort Pickett,Class B,2011-04-16T12:00:00Z,37.047,-77.90815,Virginia
33887,Report 33887: Retired Military Policeman remembers strange incidents while on guard duty at Fort Belvoir,Class B,1978-07-15T12:00:00Z,38.70819,-77.17868,Virginia
34337,Report 34337: Large man-like figure seen in the trees by a Marine training at Fort A. P. Hill,Class B,2008-11-15T12:00:00Z,38.0735,-77.2265,Virginia
34583,Report 34583: Driver passes tall bipedal figure at night along Route 33,Class B,2012-03-16T12:00:00Z,38.58125,-79.14795,Virginia
35467,Report 35467: Unexplained loud banging and whoops heard by a homeowner near Virginia Beach,Class B,2012-05-19T12:00:00Z,36.7586,-76.0418,Virginia
35981,Report 35981: Possible encounter behind a fish hatchery near Fort Chiswell,Class B,2011-06-10T12:00:00Z,36.932,-80.89,Virginia
36202,Report 36202: Memory told of a tall hairy figure seen in a corn field near Lawrenceville,Class B,1980-12-20T12:00:00Z,36.91355,-77.95074,Virginia
36591,Report 36591: Runner shadowed by possible biped keeping pace through heavy forest near Wirtz,Class B,2012-10-04T12:00:00Z,37.12815,-79.8871,Virginia
36850,Report 36850: Honeymooners feel bone rattling growl while hiking the Appalachian Trail,Class B,2012-10-17T12:00:00Z,38.9593,-78.02081,Virginia
37817,Report 37817: Possible incidents outside a home near Meadowview,Class B,2012-11-16T12:00:00Z,36.76377,-81.9107,Virginia
38411,Report 38411: Campers experience strange events in Ramsey's Draft Wilderness Area,Class B,2000-07-15T12:00:00Z,38.3331,-79.35755,Virginia
38619,Report 38619: Couple hear possible moan howls one afternoon at Eagle Rock Cemetery,Class B,2012-12-24T12:00:00Z,37.64224,-79.79759,Virginia
40362,"Report 40362: ATV rider hears an unknown long, brassy howl outside Christiansburg",Class B,2012-08-15T12:00:00Z,37.15814,-80.36054,Virginia
40534,Report 40534: Strange encounter experienced by LEO's camped near Goldbond,Class B,2005-05-28T12:00:00Z,37.41095,-80.6275,Vermont
42064,Report 42064: Driver has possible daylight sighting on US Route 33 outside Rawley Springs,Class B,2013-08-31T12:00:00Z,38.57716,-79.11095,Vermont
42128,Report 42128: Residents hear possible activity near Linden,Class B,2013-09-15T12:00:00Z,38.89625,-78.1268,Washington
